text,emotion
आत्ता मी खूप प्रेम वाटत आहे अनुभवत आहे या परिस्थितीबद्दल ❤️,love
आज मी भीती वाटत आहे महसूस करत आहे हे ऐकल्यावर 😨,fear
माझे मन उत्साहित महसूस करत आहे या क्षणी 😀,joy
आत्ता मी ठीक महसूस करत आहे आजच्या घटनेबद्दल 😐,neutral
आत्ता मी भीती वाटत आहे वाटत आहे या बातमीमुळे 😨,fear
आत्ता मी खुश महसूस करत आहे या क्षणी 😀,joy
मी धक्का बसलेला अनुभवत आहे या क्षणी 😲,surprise
आज मी खूप उदास अनुभवत आहे आजच्या घटनेबद्दल 😢,sadness
माझे मन दुःखी वाटत आहे या क्षणी 😢,sadness
मी खूप उदास महसूस करत आहे या बातमीमुळे 😢,sadness
माझे मन खूप आनंदी अनुभवत आहे या बातमीमुळे 😀,joy
खरं सांगायचं तर मी उत्साहित महसूस करत आहे या परिस्थितीबद्दल 😀,joy
मी खूप आनंदी अनुभवत आहे या बातमीमुळे 😀,joy
मी दुःखी अनुभवत आहे हे ऐकल्यावर 😢,sadness
आत्ता मी भीती वाटत आहे अनुभवत आहे या क्षणी 😨,fear
माझे मन दुःखी महसूस करत आहे या परिस्थितीबद्दल 😢,sadness
आज मी आनंदी महसूस करत आहे या परिस्थितीबद्दल 😀,joy
माझे मन आश्चर्यचकित अनुभवत आहे आजच्या घटनेबद्दल 😲,surprise
आज मी धक्का बसलेला वाटत आहे या परिस्थितीबद्दल 😲,surprise
मी खूप संतापलेला वाटत आहे हे ऐकल्यावर 😡,anger
माझे मन चिडलेला महसूस करत आहे या क्षणी 😡,anger
माझे मन रागावलेला अनुभवत आहे या बातमीमुळे 😡,anger
मी प्रेमाने भरलेला महसूस करत आहे आजच्या घटनेबद्दल ❤️,love
खरं सांगायचं तर मी शांत वाटत आहे आजच्या घटनेबद्दल 😐,neutral
खरं सांगायचं तर मी शांत महसूस करत आहे या क्षणी 😐,neutral
खरं सांगायचं तर मी भावूक वाटत आहे या परिस्थितीबद्दल 😢,sadness
खरं सांगायचं तर मी धक्का बसलेला अनुभवत आहे या क्षणी 😲,surprise
आत्ता मी सामान्य अनुभवत आहे हे ऐकल्यावर 😐,neutral
माझे मन प्रेमाने भरलेला महसूस करत आहे आजच्या घटनेबद्दल ❤️,love
खरं सांगायचं तर मी उत्साहित अनुभवत आहे या क्षणी 😀,joy
आत्ता मी खूप प्रेम वाटत आहे महसूस करत आहे आजच्या घटनेबद्दल ❤️,love
खरं सांगायचं तर मी खुश महसूस करत आहे या क्षणी 😀,joy
आत्ता मी घाबरलेला वाटत आहे या क्षणी 😨,fear
आज मी भावूक महसूस करत आहे हे ऐकल्यावर 😢,sadness
आत्ता मी धक्का बसलेला वाटत आहे हे ऐकल्यावर 😲,surprise
माझे मन खूप प्रेम वाटत आहे वाटत आहे हे ऐकल्यावर ❤️,love
मी खूप संतापलेला महसूस करत आहे या बातमीमुळे 😡,anger
आत्ता मी चिडलेला महसूस करत आहे या क्षणी 😡,anger
खरं सांगायचं तर मी खूप प्रेम वाटत आहे वाटत आहे या परिस्थितीबद्दल ❤️,love
आत्ता मी घाबरलेला अनुभवत आहे या क्षणी 😨,fear
आत्ता मी भावूक महसूस करत आहे आजच्या घटनेबद्दल 😢,sadness
आज मी खूप संतापलेला अनुभवत आहे आजच्या घटनेबद्दल 😡,anger
आज मी सामान्य अनुभवत आहे आजच्या घटनेबद्दल 😐,neutral
आज मी खूप आनंदी वाटत आहे हे ऐकल्यावर 😀,joy
आज मी शांत वाटत आहे हे ऐकल्यावर 😐,neutral
आज मी शांत अनुभवत आहे या क्षणी 😐,neutral
आज मी भावूक वाटत आहे या परिस्थितीबद्दल 😢,sadness
खरं सांगायचं तर मी शांत वाटत आहे या परिस्थितीबद्दल 😐,neutral
माझे मन खूप प्रेम वाटत आहे महसूस करत आहे या परिस्थितीबद्दल ❤️,love
आत्ता मी दुःखी वाटत आहे या क्षणी 😢,sadness
खरं सांगायचं तर मी चिंताग्रस्त महसूस करत आहे या परिस्थितीबद्दल 😨,fear
मी घाबरलेला अनुभवत आहे आजच्या घटनेबद्दल 😨,fear
माझे मन भीती वाटत आहे महसूस करत आहे या बातमीमुळे 😨,fear
आज मी रागावलेला महसूस करत आहे आजच्या घटनेबद्दल 😡,anger
मी आनंदी महसूस करत आहे या परिस्थितीबद्दल 😀,joy
मी खूप उदास महसूस करत आहे हे ऐकल्यावर 😢,sadness
आत्ता मी भावूक अनुभवत आहे आजच्या घटनेबद्दल 😢,sadness
आत्ता मी धक्का बसलेला अनुभवत आहे या बातमीमुळे 😲,surprise
आज मी चिडलेला वाटत आहे या बातमीमुळे 😡,anger
खरं सांगायचं तर मी भावूक वाटत आहे या क्षणी 😢,sadness
माझे मन सामान्य महसूस करत आहे या क्षणी 😐,neutral
मी खूप उदास महसूस करत आहे या क्षणी 😢,sadness
आत्ता मी खूप आनंदी वाटत आहे हे ऐकल्यावर 😀,joy
आज मी चिंताग्रस्त अनुभवत आहे या परिस्थितीबद्दल 😨,fear
खरं सांगायचं तर मी भावूक महसूस करत आहे आजच्या घटनेबद्दल 😢,sadness
मी रागावलेला वाटत आहे या बातमीमुळे 😡,anger
माझे मन धक्का बसलेला अनुभवत आहे आजच्या घटनेबद्दल 😲,surprise
आत्ता मी सामान्य अनुभवत आहे आजच्या घटनेबद्दल 😐,neutral
खरं सांगायचं तर मी सामान्य महसूस करत आहे हे ऐकल्यावर 😐,neutral
माझे मन आश्चर्यचकित वाटत आहे या परिस्थितीबद्दल 😲,surprise
माझे मन खूप आनंदी महसूस करत आहे हे ऐकल्यावर 😀,joy
आत्ता मी ठीक अनुभवत आहे या क्षणी 😐,neutral
आज मी प्रेमाने भरलेला वाटत आहे या बातमीमुळे ❤️,love
आज मी आश्चर्यचकित अनुभवत आहे या परिस्थितीबद्दल 😲,surprise
माझे मन सामान्य वाटत आहे या परिस्थितीबद्दल 😐,neutral
आज मी रागावलेला वाटत आहे या परिस्थितीबद्दल 😡,anger
आज मी उत्साहित महसूस करत आहे या परिस्थितीबद्दल 😀,joy
खरं सांगायचं तर मी खूप उदास वाटत आहे या परिस्थितीबद्दल 😢,sadness
माझे मन आश्चर्यचकित अनुभवत आहे हे ऐकल्यावर 😲,surprise
आत्ता मी आनंदी महसूस करत आहे या परिस्थितीबद्दल 😀,joy
आत्ता मी आश्चर्यचकित अनुभवत आहे हे ऐकल्यावर 😲,surprise
आज मी आनंदी अनुभवत आहे या बातमीमुळे 😀,joy
आत्ता मी दुःखी अनुभवत आहे या परिस्थितीबद्दल 😢,sadness
माझे मन खूप उदास अनुभवत आहे या क्षणी 😢,sadness
खरं सांगायचं तर मी ठीक वाटत आहे या क्षणी 😐,neutral
आत्ता मी दुःखी वाटत आहे या बातमीमुळे 😢,sadness
आज मी खूप प्रेम वाटत आहे महसूस करत आहे या परिस्थितीबद्दल ❤️,love
आत्ता मी सामान्य महसूस करत आहे हे ऐकल्यावर 😐,neutral
मी शांत अनुभवत आहे हे ऐकल्यावर 😐,neutral
माझे मन शांत अनुभवत आहे या बातमीमुळे 😐,neutral
मी आश्चर्यचकित वाटत आहे या बातमीमुळे 😲,surprise
माझे मन आनंदी महसूस करत आहे या परिस्थितीबद्दल 😀,joy
माझे मन खूप उदास वाटत आहे या क्षणी 😢,sadness
खरं सांगायचं तर मी घाबरलेला महसूस करत आहे या बातमीमुळे 😨,fear
खरं सांगायचं तर मी भावूक महसूस करत आहे या क्षणी 😢,sadness
आत्ता मी खूप आनंदी अनुभवत आहे या क्षणी 😀,joy
माझे मन खूप आनंदी अनुभवत आहे या परिस्थितीबद्दल 😀,joy
आज मी भावूक वाटत आहे आजच्या घटनेबद्दल 😢,sadness
मी आश्चर्यचकित वाटत आहे या क्षणी 😲,surprise
माझे मन प्रेमाने भरलेला अनुभवत आहे या परिस्थितीबद्दल ❤️,love
खरं सांगायचं तर मी चिडलेला अनुभवत आहे आजच्या घटनेबद्दल 😡,anger
खरं सांगायचं तर मी भीती वाटत आहे अनुभवत आहे आजच्या घटनेबद्दल 😨,fear
मी धक्का बसलेला महसूस करत आहे या परिस्थितीबद्दल 😲,surprise
आत्ता मी आनंदी अनुभवत आहे हे ऐकल्यावर 😀,joy
खरं सांगायचं तर मी प्रेमाने भरलेला वाटत आहे या परिस्थितीबद्दल ❤️,love
खरं सांगायचं तर मी भावूक वाटत आहे या बातमीमुळे 😢,sadness
मी भावूक अनुभवत आहे हे ऐकल्यावर 😢,sadness
आज मी घाबरलेला महसूस करत आहे हे ऐकल्यावर 😨,fear
माझे मन दुःखी अनुभवत आहे या परिस्थितीबद्दल 😢,sadness
मी आनंदी वाटत आहे हे ऐकल्यावर 😀,joy
खरं सांगायचं तर मी खुश अनुभवत आहे या क्षणी 😀,joy
माझे मन चिंताग्रस्त अनुभवत आहे या परिस्थितीबद्दल 😨,fear
आज मी उत्साहित वाटत आहे या बातमीमुळे 😀,joy
मी चिडलेला अनुभवत आहे या क्षणी 😡,anger
आज मी चिंताग्रस्त महसूस करत आहे आजच्या घटनेबद्दल 😨,fear
माझे मन खूप संतापलेला महसूस करत आहे हे ऐकल्यावर 😡,anger
आत्ता मी खूप उदास वाटत आहे हे ऐकल्यावर 😢,sadness
आत्ता मी खूप संतापलेला महसूस करत आहे या बातमीमुळे 😡,anger
आत्ता मी प्रेमाने भरलेला महसूस करत आहे आजच्या घटनेबद्दल ❤️,love
आज मी आश्चर्यचकित वाटत आहे या क्षणी 😲,surprise
माझे मन खूप संतापलेला वाटत आहे या परिस्थितीबद्दल 😡,anger
मी आश्चर्यचकित अनुभवत आहे या बातमीमुळे 😲,surprise
मी ठीक महसूस करत आहे आजच्या घटनेबद्दल 😐,neutral
खरं सांगायचं तर मी आश्चर्यचकित महसूस करत आहे आजच्या घटनेबद्दल 😲,surprise
मी खूप उदास वाटत आहे या क्षणी 😢,sadness
आज मी चिंताग्रस्त महसूस करत आहे या क्षणी 😨,fear
आज मी आश्चर्यचकित वाटत आहे आजच्या घटनेबद्दल 😲,surprise
आज मी खूप संतापलेला वाटत आहे आजच्या घटनेबद्दल 😡,anger
आज मी खूप प्रेम वाटत आहे महसूस करत आहे आजच्या घटनेबद्दल ❤️,love
आत्ता मी खूप आनंदी अनुभवत आहे हे ऐकल्यावर 😀,joy
खरं सांगायचं तर मी सामान्य अनुभवत आहे या क्षणी 😐,neutral
आत्ता मी खूप उदास अनुभवत आहे या परिस्थितीबद्दल 😢,sadness
माझे मन आश्चर्यचकित अनुभवत आहे या बातमीमुळे 😲,surprise
माझे मन चिंताग्रस्त महसूस करत आहे हे ऐकल्यावर 😨,fear
आत्ता मी खूप प्रेम वाटत आहे महसूस करत आहे या क्षणी ❤️,love
खरं सांगायचं तर मी चिंताग्रस्त अनुभवत आहे या परिस्थितीबद्दल 😨,fear
आत्ता मी सामान्य अनुभवत आहे या बातमीमुळे 😐,neutral
आत्ता मी भीती वाटत आहे वाटत आहे आजच्या घटनेबद्दल 😨,fear
मी खूप प्रेम वाटत आहे अनुभवत आहे या क्षणी ❤️,love
मी खुश महसूस करत आहे हे ऐकल्यावर 😀,joy
आत्ता मी खूप उदास महसूस करत आहे या क्षणी 😢,sadness
खरं सांगायचं तर मी खूप प्रेम वाटत आहे महसूस करत आहे आजच्या घटनेबद्दल ❤️,love
माझे मन प्रेमाने भरलेला वाटत आहे या परिस्थितीबद्दल ❤️,love
खरं सांगायचं तर मी रागावलेला महसूस करत आहे हे ऐकल्यावर 😡,anger
मी चिडलेला महसूस करत आहे या परिस्थितीबद्दल 😡,anger
आत्ता मी शांत वाटत आहे हे ऐकल्यावर 😐,neutral
आज मी खूप आनंदी महसूस करत आहे हे ऐकल्यावर 😀,joy
मी खूप आनंदी वाटत आहे हे ऐकल्यावर 😀,joy
खरं सांगायचं तर मी खूप प्रेम वाटत आहे महसूस करत आहे हे ऐकल्यावर ❤️,love
खरं सांगायचं तर मी चिडलेला अनुभवत आहे या क्षणी 😡,anger
आत्ता मी खूप आनंदी वाटत आहे या बातमीमुळे 😀,joy
आज मी खूप प्रेम वाटत आहे अनुभवत आहे आजच्या घटनेबद्दल ❤️,love
खरं सांगायचं तर मी खूप आनंदी वाटत आहे या बातमीमुळे 😀,joy
मी भीती वाटत आहे वाटत आहे या क्षणी 😨,fear
आज मी भीती वाटत आहे वाटत आहे या क्षणी 😨,fear
खरं सांगायचं तर मी भावूक अनुभवत आहे हे ऐकल्यावर 😢,sadness
खरं सांगायचं तर मी खूप प्रेम वाटत आहे अनुभवत आहे या बातमीमुळे ❤️,love
आत्ता मी धक्का बसलेला वाटत आहे या बातमीमुळे 😲,surprise
आज मी रागावलेला अनुभवत आहे हे ऐकल्यावर 😡,anger
माझे मन रागावलेला महसूस करत आहे या बातमीमुळे 😡,anger
माझे मन घाबरलेला महसूस करत आहे या क्षणी 😨,fear
माझे मन प्रेमाने भरलेला महसूस करत आहे या क्षणी ❤️,love
मी शांत वाटत आहे आजच्या घटनेबद्दल 😐,neutral
आत्ता मी भीती वाटत आहे अनुभवत आहे हे ऐकल्यावर 😨,fear
आत्ता मी दुःखी महसूस करत आहे हे ऐकल्यावर 😢,sadness
माझे मन खूप प्रेम वाटत आहे वाटत आहे या क्षणी ❤️,love
आज मी खूप संतापलेला महसूस करत आहे या परिस्थितीबद्दल 😡,anger
आत्ता मी खूप संतापलेला वाटत आहे आजच्या घटनेबद्दल 😡,anger
खरं सांगायचं तर मी रागावलेला अनुभवत आहे या बातमीमुळे 😡,anger
मी प्रेमाने भरलेला वाटत आहे हे ऐकल्यावर ❤️,love
आत्ता मी चिंताग्रस्त वाटत आहे आजच्या घटनेबद्दल 😨,fear
माझे मन सामान्य अनुभवत आहे या क्षणी 😐,neutral
आत्ता मी दुःखी अनुभवत आहे या बातमीमुळे 😢,sadness
आत्ता मी खूप उदास महसूस करत आहे हे ऐकल्यावर 😢,sadness
मी दुःखी वाटत आहे या बातमीमुळे 😢,sadness
आत्ता मी खूप संतापलेला महसूस करत आहे या क्षणी 😡,anger
माझे मन रागावलेला अनुभवत आहे आजच्या घटनेबद्दल 😡,anger
माझे मन भीती वाटत आहे वाटत आहे आजच्या घटनेबद्दल 😨,fear
माझे मन आनंदी अनुभवत आहे हे ऐकल्यावर 😀,joy
माझे मन खुश अनुभवत आहे आजच्या घटनेबद्दल 😀,joy
माझे मन खुश वाटत आहे आजच्या घटनेबद्दल 😀,joy
आत्ता मी प्रेमाने भरलेला महसूस करत आहे या परिस्थितीबद्दल ❤️,love
खरं सांगायचं तर मी रागावलेला महसूस करत आहे आजच्या घटनेबद्दल 😡,anger
मी चिंताग्रस्त वाटत आहे या बातमीमुळे 😨,fear
खरं सांगायचं तर मी धक्का बसलेला महसूस करत आहे हे ऐकल्यावर 😲,surprise
खरं सांगायचं तर मी खुश महसूस करत आहे हे ऐकल्यावर 😀,joy
माझे मन भीती वाटत आहे अनुभवत आहे हे ऐकल्यावर 😨,fear
आज मी प्रेमाने भरलेला वाटत आहे या परिस्थितीबद्दल ❤️,love
माझे मन ठीक अनुभवत आहे या परिस्थितीबद्दल 😐,neutral
आत्ता मी आश्चर्यचकित वाटत आहे हे ऐकल्यावर 😲,surprise
आज मी शांत वाटत आहे आजच्या घटनेबद्दल 😐,neutral
खरं सांगायचं तर मी आश्चर्यचकित अनुभवत आहे या परिस्थितीबद्दल 😲,surprise
मी भावूक अनुभवत आहे आजच्या घटनेबद्दल 😢,sadness
आज मी आश्चर्यचकित अनुभवत आहे या बातमीमुळे 😲,surprise
आत्ता मी ठीक वाटत आहे आजच्या घटनेबद्दल 😐,neutral
आज मी आश्चर्यचकित अनुभवत आहे आजच्या घटनेबद्दल 😲,surprise
आज मी भावूक वाटत आहे या क्षणी 😢,sadness
आत्ता मी आश्चर्यचकित अनुभवत आहे या बातमीमुळे 😲,surprise
खरं सांगायचं तर मी आश्चर्यचकित अनुभवत आहे आजच्या घटनेबद्दल 😲,surprise
खरं सांगायचं तर मी प्रेमाने भरलेला वाटत आहे या क्षणी ❤️,love
आज मी खूप आनंदी अनुभवत आहे या क्षणी 😀,joy
खरं सांगायचं तर मी ठीक महसूस करत आहे हे ऐकल्यावर 😐,neutral
मी आश्चर्यचकित अनुभवत आहे आजच्या घटनेबद्दल 😲,surprise
आज मी आनंदी महसूस करत आहे या क्षणी 😀,joy
माझे मन खूप उदास महसूस करत आहे या बातमीमुळे 😢,sadness
खरं सांगायचं तर मी ठीक अनुभवत आहे या बातमीमुळे 😐,neutral
मी घाबरलेला महसूस करत आहे या क्षणी 😨,fear
आत्ता मी भीती वाटत आहे वाटत आहे हे ऐकल्यावर 😨,fear
आज मी घाबरलेला अनुभवत आहे आजच्या घटनेबद्दल 😨,fear
मी धक्का बसलेला वाटत आहे या बातमीमुळे 😲,surprise
खरं सांगायचं तर मी आनंदी वाटत आहे आजच्या घटनेबद्दल 😀,joy
आत्ता मी खूप संतापलेला महसूस करत आहे आजच्या घटनेबद्दल 😡,anger
आज मी खूप उदास महसूस करत आहे या बातमीमुळे 😢,sadness
आत्ता मी खूप प्रेम वाटत आहे अनुभवत आहे या क्षणी ❤️,love
माझे मन खूप प्रेम वाटत आहे वाटत आहे आजच्या घटनेबद्दल ❤️,love
आत्ता मी सामान्य महसूस करत आहे या बातमीमुळे 😐,neutral
खरं सांगायचं तर मी खूप प्रेम वाटत आहे अनुभवत आहे या क्षणी ❤️,love
मी उत्साहित महसूस करत आहे या क्षणी 😀,joy
आत्ता मी खूप प्रेम वाटत आहे अनुभवत आहे हे ऐकल्यावर ❤️,love
आत्ता मी घाबरलेला अनुभवत आहे या बातमीमुळे 😨,fear
माझे मन आनंदी अनुभवत आहे या परिस्थितीबद्दल 😀,joy
आज मी उत्साहित अनुभवत आहे आजच्या घटनेबद्दल 😀,joy
आत्ता मी आश्चर्यचकित अनुभवत आहे आजच्या घटनेबद्दल 😲,surprise
मी रागावलेला महसूस करत आहे या परिस्थितीबद्दल 😡,anger
आत्ता मी आश्चर्यचकित महसूस करत आहे या बातमीमुळे 😲,surprise
माझे मन चिंताग्रस्त वाटत आहे या क्षणी 😨,fear
माझे मन भीती वाटत आहे महसूस करत आहे हे ऐकल्यावर 😨,fear
खरं सांगायचं तर मी चिंताग्रस्त वाटत आहे हे ऐकल्यावर 😨,fear
मी खूप आनंदी वाटत आहे आजच्या घटनेबद्दल 😀,joy
आत्ता मी आनंदी महसूस करत आहे या क्षणी 😀,joy
आत्ता मी चिडलेला महसूस करत आहे या बातमीमुळे 😡,anger
आज मी खूप उदास वाटत आहे या बातमीमुळे 😢,sadness
खरं सांगायचं तर मी भीती वाटत आहे महसूस करत आहे या क्षणी 😨,fear
मी उत्साहित वाटत आहे या क्षणी 😀,joy
आज मी उत्साहित अनुभवत आहे हे ऐकल्यावर 😀,joy
मी खूप उदास महसूस करत आहे आजच्या घटनेबद्दल 😢,sadness
मी प्रेमाने भरलेला महसूस करत आहे या परिस्थितीबद्दल ❤️,love
माझे मन प्रेमाने भरलेला महसूस करत आहे या परिस्थितीबद्दल ❤️,love
खरं सांगायचं तर मी चिडलेला वाटत आहे हे ऐकल्यावर 😡,anger
मी चिंताग्रस्त महसूस करत आहे हे ऐकल्यावर 😨,fear
आत्ता मी उत्साहित महसूस करत आहे हे ऐकल्यावर 😀,joy
माझे मन शांत अनुभवत आहे हे ऐकल्यावर 😐,neutral
खरं सांगायचं तर मी चिडलेला महसूस करत आहे हे ऐकल्यावर 😡,anger
खरं सांगायचं तर मी उत्साहित वाटत आहे या क्षणी 😀,joy
आज मी शांत महसूस करत आहे या परिस्थितीबद्दल 😐,neutral
मी शांत वाटत आहे या परिस्थितीबद्दल 😐,neutral
माझे मन खूप आनंदी वाटत आहे या बातमीमुळे 😀,joy
मी दुःखी वाटत आहे या क्षणी 😢,sadness
आज मी भावूक महसूस करत आहे या बातमीमुळे 😢,sadness
मी खूप आनंदी वाटत आहे या बातमीमुळे 😀,joy
माझे मन भीती वाटत आहे अनुभवत आहे या क्षणी 😨,fear
आज मी खूप उदास महसूस करत आहे हे ऐकल्यावर 😢,sadness
माझे मन उत्साहित अनुभवत आहे या परिस्थितीबद्दल 😀,joy
आत्ता मी शांत वाटत आहे या बातमीमुळे 😐,neutral
मी खूप संतापलेला वाटत आहे या बातमीमुळे 😡,anger
खरं सांगायचं तर मी भावूक अनुभवत आहे आजच्या घटनेबद्दल 😢,sadness
आज मी चिडलेला वाटत आहे आजच्या घटनेबद्दल 😡,anger
आज मी खुश महसूस करत आहे आजच्या घटनेबद्दल 😀,joy
माझे मन चिडलेला वाटत आहे या परिस्थितीबद्दल 😡,anger
आज मी खूप उदास अनुभवत आहे हे ऐकल्यावर 😢,sadness
आत्ता मी चिंताग्रस्त अनुभवत आहे आजच्या घटनेबद्दल 😨,fear
खरं सांगायचं तर मी घाबरलेला वाटत आहे या बातमीमुळे 😨,fear
खरं सांगायचं तर मी आश्चर्यचकित अनुभवत आहे हे ऐकल्यावर 😲,surprise
माझे मन शांत वाटत आहे या क्षणी 😐,neutral
आत्ता मी भावूक महसूस करत आहे हे ऐकल्यावर 😢,sadness
आत्ता मी धक्का बसलेला महसूस करत आहे आजच्या घटनेबद्दल 😲,surprise
माझे मन चिंताग्रस्त महसूस करत आहे या बातमीमुळे 😨,fear
आज मी खूप संतापलेला अनुभवत आहे या बातमीमुळे 😡,anger
आज मी दुःखी अनुभवत आहे आजच्या घटनेबद्दल 😢,sadness
आत्ता मी खूप उदास अनुभवत आहे हे ऐकल्यावर 😢,sadness
मी प्रेमाने भरलेला अनुभवत आहे या बातमीमुळे ❤️,love
माझे मन खूप संतापलेला महसूस करत आहे आजच्या घटनेबद्दल 😡,anger
माझे मन ठीक अनुभवत आहे या बातमीमुळे 😐,neutral
खरं सांगायचं तर मी रागावलेला वाटत आहे आजच्या घटनेबद्दल 😡,anger
खरं सांगायचं तर मी दुःखी महसूस करत आहे आजच्या घटनेबद्दल 😢,sadness
आत्ता मी खूप संतापलेला वाटत आहे या बातमीमुळे 😡,anger
आत्ता मी खूप आनंदी महसूस करत आहे हे ऐकल्यावर 😀,joy
आत्ता मी खूप आनंदी अनुभवत आहे या परिस्थितीबद्दल 😀,joy
आत्ता मी आनंदी महसूस करत आहे हे ऐकल्यावर 😀,joy
खरं सांगायचं तर मी खूप प्रेम वाटत आहे अनुभवत आहे या परिस्थितीबद्दल ❤️,love
आज मी खूप संतापलेला अनुभवत आहे या क्षणी 😡,anger
आत्ता मी खूप प्रेम वाटत आहे अनुभवत आहे आजच्या घटनेबद्दल ❤️,love
माझे मन खूप प्रेम वाटत आहे महसूस करत आहे या क्षणी ❤️,love
मी खूप संतापलेला महसूस करत आहे आजच्या घटनेबद्दल 😡,anger
खरं सांगायचं तर मी भावूक अनुभवत आहे या क्षणी 😢,sadness
मी सामान्य अनुभवत आहे या परिस्थितीबद्दल 😐,neutral
आत्ता मी दुःखी महसूस करत आहे या बातमीमुळे 😢,sadness
आज मी खुश महसूस करत आहे या बातमीमुळे 😀,joy
माझे मन ठीक अनुभवत आहे आजच्या घटनेबद्दल 😐,neutral
माझे मन चिंताग्रस्त महसूस करत आहे या क्षणी 😨,fear
आत्ता मी चिडलेला महसूस करत आहे हे ऐकल्यावर 😡,anger
खरं सांगायचं तर मी ठीक अनुभवत आहे आजच्या घटनेबद्दल 😐,neutral
आत्ता मी खूप उदास वाटत आहे या परिस्थितीबद्दल 😢,sadness
मी रागावलेला महसूस करत आहे या क्षणी 😡,anger
आज मी चिडलेला महसूस करत आहे हे ऐकल्यावर 😡,anger
खरं सांगायचं तर मी धक्का बसलेला महसूस करत आहे या बातमीमुळे 😲,surprise
आज मी खूप उदास अनुभवत आहे या क्षणी 😢,sadness
मी खूप प्रेम वाटत आहे अनुभवत आहे या बातमीमुळे ❤️,love
आत्ता मी ठीक वाटत आहे या परिस्थितीबद्दल 😐,neutral
आत्ता मी चिडलेला अनुभवत आहे या बातमीमुळे 😡,anger
माझे मन रागावलेला वाटत आहे या परिस्थितीबद्दल 😡,anger
मी खूप संतापलेला वाटत आहे या परिस्थितीबद्दल 😡,anger
